SpineBase:6.185837,-1.405172,25.49864,0,0,0|SpineMid:6.0165,1.552524,25.63705,0,0,0|Neck:5.822181,4.426625,25.65211,0,0,0|Head:5.521405,5.938458,25.38957,0,0,0|ShoulderLeft:4.303239,3.483463,26.31622,0,0,0|ElbowLeft:3.948079,1.455235,26.48213,0,0,0|WristLeft:5.294214,1.830875,24.00098,0,0,0|HandLeft:5.819364,1.843452,23.26439,0,0,0|ShoulderRight:7.413491,3.518927,25.13581,0,0,0|ElbowRight:8.291508,1.651822,24.81286,0,0,0|WristRight:6.569409,1.52369,23.56319,0,0,0|HandRight:6.050277,1.708584,23.30087,0,0,0|HipLeft:5.408711,-1.414538,25.34264,0,0,0|KneeLeft:5.738385,-5.673031,25.23087,0,0,0|AnkleLeft:5.784904,-9.216499,25.35582,0,0,0|FootLeft:5.333766,-9.554098,23.96776,0,0,0|HipRight:6.791358,-1.356614,24.94817,0,0,0|KneeRight:7.357237,-5.844595,24.81681,0,0,0|AnkleRight:7.885894,-9.231476,24.87161,0,0,0|FootRight:8.078441,-9.980305,24.07354,0,0,0|SpineShoulder:5.875425,3.719589,25.67067,0,0,0|HandTipLeft:5.98264,1.747448,23.06675,0,0,0|ThumbLeft:5.617349,1.620979,22.924,0,0,0|HandTipRight:5.629841,1.75467,23.05466,0,0,0|ThumbRight:5.861156,2.11106,23.181,0,0,0|
SpineBase:6.572398,-1.981515,23.36009,0,0,0|SpineMid:6.721391,1.290722,23.22315,0,0,0|Neck:6.85326,4.496878,22.95285,0,0,0|Head:7.246788,5.769747,22.86281,0,0,0|ShoulderLeft:5.414496,3.603145,22.33196,0,0,0|ElbowLeft:5.393939,2.974991,20.18209,0,0,0|WristLeft:7.271484,2.629385,19.4123,0,0,0|HandLeft:8.139748,2.522849,19.42965,0,0,0|ShoulderRight:8.555785,2.743619,23.47929,0,0,0|ElbowRight:9.499281,1.06392,22.65306,0,0,0|WristRight:8.155221,2.277852,21.56158,0,0,0|HandRight:7.768417,2.409402,21.60771,0,0,0|HipLeft:5.70109,-1.864652,23.01162,0,0,0|KneeLeft:5.527525,-5.756211,22.66147,0,0,0|AnkleLeft:5.535423,-9.387784,23.90991,0,0,0|FootLeft:5.854106,-9.753582,22.54871,0,0,0|HipRight:7.241598,-2.025956,23.02452,0,0,0|KneeRight:7.746589,-5.453379,21.15929,0,0,0|AnkleRight:8.205055,-8.862545,20.76647,0,0,0|FootRight:8.477309,-9.224213,19.4214,0,0,0|SpineShoulder:6.820449,3.725076,23.03399,0,0,0|HandTipLeft:8.700869,2.266379,19.40481,0,0,0|ThumbLeft:8.283376,2.286294,19.9375,0,0,0|HandTipRight:7.32823,2.54599,21.18991,0,0,0|ThumbRight:7.756117,2.437515,20.94846,0,0,0|
SpineBase:6.558464,-1.942195,23.3576,0,0,0|SpineMid:6.738476,1.300543,23.22112,0,0,0|Neck:6.921641,4.460207,22.94919,0,0,0|Head:7.343231,5.724715,22.85556,0,0,0|ShoulderLeft:5.562248,3.925681,22.18696,0,0,0|ElbowLeft:4.812092,2.651865,20.44022,0,0,0|WristLeft:7.217484,1.979294,19.72859,0,0,0|HandLeft:7.734392,1.826681,19.6844,0,0,0|ShoulderRight:8.576341,2.745333,23.48435,0,0,0|ElbowRight:9.289471,0.9642617,22.61477,0,0,0|WristRight:7.800531,2.807402,21.11719,0,0,0|HandRight:7.818623,2.781368,21.1301,0,0,0|HipLeft:5.70294,-1.820145,23.01318,0,0,0|KneeLeft:5.533463,-5.772467,22.67502,0,0,0|AnkleLeft:5.533271,-9.386892,23.91149,0,0,0|FootLeft:5.904507,-9.757732,22.57417,0,0,0|HipRight:7.213215,-1.995099,23.01237,0,0,0|KneeRight:7.754128,-5.437868,21.19724,0,0,0|AnkleRight:8.203791,-8.874527,20.79464,0,0,0|FootRight:8.528728,-9.241198,19.47342,0,0,0|SpineShoulder:6.878361,3.695773,23.03427,0,0,0|HandTipLeft:8.33238,1.597956,19.77825,0,0,0|ThumbLeft:7.605672,1.541569,19.49318,0,0,0|HandTipRight:7.58892,3.035215,20.80881,0,0,0|ThumbRight:7.77858,2.826624,20.73667,0,0,0|
SpineBase:6.558464,-1.942195,23.3576,0,0,0|SpineMid:6.738476,1.300543,23.22112,0,0,0|Neck:6.921641,4.460207,22.94919,0,0,0|Head:7.343231,5.724715,22.85556,0,0,0|ShoulderLeft:5.562248,3.925681,22.18696,0,0,0|ElbowLeft:4.812092,2.651865,20.44022,0,0,0|WristLeft:7.217484,1.979294,19.72859,0,0,0|HandLeft:7.734392,1.826681,19.6844,0,0,0|ShoulderRight:8.576341,2.745333,23.48435,0,0,0|ElbowRight:9.289471,0.9642617,22.61477,0,0,0|WristRight:7.800531,2.807402,21.11719,0,0,0|HandRight:7.818623,2.781368,21.1301,0,0,0|HipLeft:5.70294,-1.820145,23.01318,0,0,0|KneeLeft:5.533463,-5.772467,22.67502,0,0,0|AnkleLeft:5.533271,-9.386892,23.91149,0,0,0|FootLeft:5.904507,-9.757732,22.57417,0,0,0|HipRight:7.213215,-1.995099,23.01237,0,0,0|KneeRight:7.754128,-5.437868,21.19724,0,0,0|AnkleRight:8.203791,-8.874527,20.79464,0,0,0|FootRight:8.528728,-9.241198,19.47342,0,0,0|SpineShoulder:6.878361,3.695773,23.03427,0,0,0|HandTipLeft:8.33238,1.597956,19.77825,0,0,0|ThumbLeft:7.605672,1.541569,19.49318,0,0,0|HandTipRight:7.58892,3.035215,20.80881,0,0,0|ThumbRight:7.77858,2.826624,20.73667,0,0,0|
SpineBase:6.553843,-1.91124,23.36068,0,0,0|SpineMid:6.759169,1.277521,23.23011,0,0,0|Neck:6.988261,4.306433,22.99129,0,0,0|Head:7.373655,5.550706,22.85351,0,0,0|ShoulderLeft:5.523172,3.618844,22.19509,0,0,0|ElbowLeft:4.421193,2.038009,21.1059,0,0,0|WristLeft:6.407592,1.52168,20.57538,0,0,0|HandLeft:7.261154,1.446918,20.57152,0,0,0|ShoulderRight:8.512808,2.685209,23.40404,0,0,0|ElbowRight:9.073248,1.310487,21.84456,0,0,0|WristRight:7.562814,3.097713,20.66607,0,0,0|HandRight:7.334992,3.369154,20.47496,0,0,0|HipLeft:5.708527,-1.768919,22.95445,0,0,0|KneeLeft:5.540936,-5.660527,22.52689,0,0,0|AnkleLeft:5.518155,-9.336568,23.81726,0,0,0|FootLeft:5.868891,-9.705649,22.47043,0,0,0|HipRight:7.186166,-1.971745,23.08303,0,0,0|KneeRight:7.74945,-5.382483,21.20205,0,0,0|AnkleRight:8.207351,-8.844325,20.76581,0,0,0|FootRight:8.511661,-9.209329,19.4351,0,0,0|SpineShoulder:6.936414,3.570486,23.07046,0,0,0|HandTipLeft:7.809267,1.236712,20.66035,0,0,0|ThumbLeft:7.434666,1.058264,20.4728,0,0,0|HandTipRight:7.138122,3.537467,20.31317,0,0,0|ThumbRight:7.517496,3.266908,20.09228,0,0,0|
SpineBase:6.553843,-1.91124,23.36068,0,0,0|SpineMid:6.759169,1.277521,23.23011,0,0,0|Neck:6.988261,4.306433,22.99129,0,0,0|Head:7.373655,5.550706,22.85351,0,0,0|ShoulderLeft:5.523172,3.618844,22.19509,0,0,0|ElbowLeft:4.421193,2.038009,21.1059,0,0,0|WristLeft:6.407592,1.52168,20.57538,0,0,0|HandLeft:7.261154,1.446918,20.57152,0,0,0|ShoulderRight:8.512808,2.685209,23.40404,0,0,0|ElbowRight:9.073248,1.310487,21.84456,0,0,0|WristRight:7.562814,3.097713,20.66607,0,0,0|HandRight:7.334992,3.369154,20.47496,0,0,0|HipLeft:5.708527,-1.768919,22.95445,0,0,0|KneeLeft:5.540936,-5.660527,22.52689,0,0,0|AnkleLeft:5.518155,-9.336568,23.81726,0,0,0|FootLeft:5.868891,-9.705649,22.47043,0,0,0|HipRight:7.186166,-1.971745,23.08303,0,0,0|KneeRight:7.74945,-5.382483,21.20205,0,0,0|AnkleRight:8.207351,-8.844325,20.76581,0,0,0|FootRight:8.511661,-9.209329,19.4351,0,0,0|SpineShoulder:6.936414,3.570486,23.07046,0,0,0|HandTipLeft:7.809267,1.236712,20.66035,0,0,0|ThumbLeft:7.434666,1.058264,20.4728,0,0,0|HandTipRight:7.138122,3.537467,20.31317,0,0,0|ThumbRight:7.517496,3.266908,20.09228,0,0,0|
SpineBase:6.548045,-1.948706,23.37577,0,0,0|SpineMid:6.784177,1.124128,23.29032,0,0,0|Neck:7.017961,4.064414,23.09464,0,0,0|Head:7.404625,5.296674,22.86298,0,0,0|ShoulderLeft:5.287306,3.110915,22.3686,0,0,0|ElbowLeft:4.246213,1.606441,21.21389,0,0,0|WristLeft:6.259094,1.642406,20.94204,0,0,0|HandLeft:6.945457,1.612291,21.02661,0,0,0|ShoulderRight:8.42266,2.451411,23.06836,0,0,0|ElbowRight:9.12932,1.065929,21.59226,0,0,0|WristRight:7.960603,2.536116,20.4666,0,0,0|HandRight:7.518543,3.039552,20.09535,0,0,0|HipLeft:5.696679,-1.806368,22.95793,0,0,0|KneeLeft:5.530249,-5.649833,22.44059,0,0,0|AnkleLeft:5.524563,-9.275049,23.69161,0,0,0|FootLeft:5.714171,-9.628859,22.28503,0,0,0|HipRight:7.192562,-2.023628,23.11041,0,0,0|KneeRight:7.761629,-5.393481,21.14423,0,0,0|AnkleRight:8.211482,-8.805086,20.70116,0,0,0|FootRight:8.35473,-9.15484,19.31074,0,0,0|SpineShoulder:6.967156,3.340804,23.16591,0,0,0|HandTipLeft:7.634663,1.558282,21.15268,0,0,0|ThumbLeft:7.246497,1.283856,20.96534,0,0,0|HandTipRight:7.161241,3.37435,19.86057,0,0,0|ThumbRight:7.632436,3.032694,19.66,0,0,0|
SpineBase:6.548045,-1.948706,23.37577,0,0,0|SpineMid:6.784177,1.124128,23.29032,0,0,0|Neck:7.017961,4.064414,23.09464,0,0,0|Head:7.404625,5.296674,22.86298,0,0,0|ShoulderLeft:5.287306,3.110915,22.3686,0,0,0|ElbowLeft:4.246213,1.606441,21.21389,0,0,0|WristLeft:6.259094,1.642406,20.94204,0,0,0|HandLeft:6.945457,1.612291,21.02661,0,0,0|ShoulderRight:8.42266,2.451411,23.06836,0,0,0|ElbowRight:9.12932,1.065929,21.59226,0,0,0|WristRight:7.960603,2.536116,20.4666,0,0,0|HandRight:7.518543,3.039552,20.09535,0,0,0|HipLeft:5.696679,-1.806368,22.95793,0,0,0|KneeLeft:5.530249,-5.649833,22.44059,0,0,0|AnkleLeft:5.524563,-9.275049,23.69161,0,0,0|FootLeft:5.714171,-9.628859,22.28503,0,0,0|HipRight:7.192562,-2.023628,23.11041,0,0,0|KneeRight:7.761629,-5.393481,21.14423,0,0,0|AnkleRight:8.211482,-8.805086,20.70116,0,0,0|FootRight:8.35473,-9.15484,19.31074,0,0,0|SpineShoulder:6.967156,3.340804,23.16591,0,0,0|HandTipLeft:7.634663,1.558282,21.15268,0,0,0|ThumbLeft:7.246497,1.283856,20.96534,0,0,0|HandTipRight:7.161241,3.37435,19.86057,0,0,0|ThumbRight:7.632436,3.032694,19.66,0,0,0|
SpineBase:6.5308,-1.982118,23.39908,0,0,0|SpineMid:6.763745,1.100154,23.31518,0,0,0|Neck:6.979632,4.059716,23.12021,0,0,0|Head:7.365605,5.221518,22.86797,0,0,0|ShoulderLeft:5.277951,3.108992,22.39754,0,0,0|ElbowLeft:4.172799,1.547426,21.40555,0,0,0|WristLeft:6.553273,1.98128,21.2784,0,0,0|HandLeft:7.082999,1.93305,21.48322,0,0,0|ShoulderRight:8.419133,2.452534,23.06525,0,0,0|ElbowRight:9.149975,1.052523,21.61826,0,0,0|WristRight:7.952859,2.399996,20.08155,0,0,0|HandRight:7.576263,2.749276,19.5834,0,0,0|HipLeft:5.671548,-1.845122,22.98422,0,0,0|KneeLeft:5.517374,-5.649862,22.40956,0,0,0|AnkleLeft:5.532298,-9.262073,23.6465,0,0,0|FootLeft:5.711465,-9.614829,22.2371,0,0,0|HipRight:7.185522,-2.053207,23.12652,0,0,0|KneeRight:7.763243,-5.395374,21.10741,0,0,0|AnkleRight:8.217918,-8.779208,20.66483,0,0,0|FootRight:8.350666,-9.12812,19.27157,0,0,0|SpineShoulder:6.934574,3.331633,23.19032,0,0,0|HandTipLeft:7.639786,2.009951,21.60368,0,0,0|ThumbLeft:6.923616,1.714625,21.931,0,0,0|HandTipRight:7.243738,3.002598,19.27878,0,0,0|ThumbRight:7.716761,2.680014,19.18833,0,0,0|
SpineBase:6.5308,-1.982118,23.39908,0,0,0|SpineMid:6.763745,1.100154,23.31518,0,0,0|Neck:6.979632,4.059716,23.12021,0,0,0|Head:7.365605,5.221518,22.86797,0,0,0|ShoulderLeft:5.277951,3.108992,22.39754,0,0,0|ElbowLeft:4.172799,1.547426,21.40555,0,0,0|WristLeft:6.553273,1.98128,21.2784,0,0,0|HandLeft:7.082999,1.93305,21.48322,0,0,0|ShoulderRight:8.419133,2.452534,23.06525,0,0,0|ElbowRight:9.149975,1.052523,21.61826,0,0,0|WristRight:7.952859,2.399996,20.08155,0,0,0|HandRight:7.576263,2.749276,19.5834,0,0,0|HipLeft:5.671548,-1.845122,22.98422,0,0,0|KneeLeft:5.517374,-5.649862,22.40956,0,0,0|AnkleLeft:5.532298,-9.262073,23.6465,0,0,0|FootLeft:5.711465,-9.614829,22.2371,0,0,0|HipRight:7.185522,-2.053207,23.12652,0,0,0|KneeRight:7.763243,-5.395374,21.10741,0,0,0|AnkleRight:8.217918,-8.779208,20.66483,0,0,0|FootRight:8.350666,-9.12812,19.27157,0,0,0|SpineShoulder:6.934574,3.331633,23.19032,0,0,0|HandTipLeft:7.639786,2.009951,21.60368,0,0,0|ThumbLeft:6.923616,1.714625,21.931,0,0,0|HandTipRight:7.243738,3.002598,19.27878,0,0,0|ThumbRight:7.716761,2.680014,19.18833,0,0,0|
SpineBase:6.437442,-1.965835,23.52275,0,0,0|SpineMid:6.558547,0.9981847,23.48651,0,0,0|Neck:6.604117,3.813403,23.3611,0,0,0|Head:6.80272,5.214427,23.03527,0,0,0|ShoulderLeft:4.9682,3.329792,22.91304,0,0,0|ElbowLeft:4.35984,1.796447,21.49917,0,0,0|WristLeft:6.276346,2.827317,21.47379,0,0,0|HandLeft:7.081527,3.143655,21.57363,0,0,0|ShoulderRight:8.236803,2.826052,23.15203,0,0,0|ElbowRight:8.957524,1.256187,21.90132,0,0,0|WristRight:7.716528,1.869893,19.87559,0,0,0|HandRight:7.41466,1.964667,19.50225,0,0,0|HipLeft:5.538859,-1.845353,23.18161,0,0,0|KneeLeft:5.46077,-5.663235,22.45352,0,0,0|AnkleLeft:5.52822,-9.289618,23.66057,0,0,0|FootLeft:5.566396,-9.623541,22.21977,0,0,0|HipRight:7.135849,-2.03191,23.18158,0,0,0|KneeRight:7.713094,-5.340443,21.09446,0,0,0|AnkleRight:8.208688,-8.769627,20.63089,0,0,0|FootRight:8.200277,-9.099921,19.20618,0,0,0|SpineShoulder:6.607032,3.125481,23.41062,0,0,0|HandTipLeft:7.660094,3.495822,21.92585,0,0,0|ThumbLeft:7.049678,3.429777,21.762,0,0,0|HandTipRight:7.164416,1.97634,19.21301,0,0,0|ThumbRight:7.56497,1.87274,19.102,0,0,0|
SpineBase:6.437442,-1.965835,23.52275,0,0,0|SpineMid:6.558547,0.9981847,23.48651,0,0,0|Neck:6.604117,3.813403,23.3611,0,0,0|Head:6.80272,5.214427,23.03527,0,0,0|ShoulderLeft:4.9682,3.329792,22.91304,0,0,0|ElbowLeft:4.35984,1.796447,21.49917,0,0,0|WristLeft:6.276346,2.827317,21.47379,0,0,0|HandLeft:7.081527,3.143655,21.57363,0,0,0|ShoulderRight:8.236803,2.826052,23.15203,0,0,0|ElbowRight:8.957524,1.256187,21.90132,0,0,0|WristRight:7.716528,1.869893,19.87559,0,0,0|HandRight:7.41466,1.964667,19.50225,0,0,0|HipLeft:5.538859,-1.845353,23.18161,0,0,0|KneeLeft:5.46077,-5.663235,22.45352,0,0,0|AnkleLeft:5.52822,-9.289618,23.66057,0,0,0|FootLeft:5.566396,-9.623541,22.21977,0,0,0|HipRight:7.135849,-2.03191,23.18158,0,0,0|KneeRight:7.713094,-5.340443,21.09446,0,0,0|AnkleRight:8.208688,-8.769627,20.63089,0,0,0|FootRight:8.200277,-9.099921,19.20618,0,0,0|SpineShoulder:6.607032,3.125481,23.41062,0,0,0|HandTipLeft:7.660094,3.495822,21.92585,0,0,0|ThumbLeft:7.049678,3.429777,21.762,0,0,0|HandTipRight:7.164416,1.97634,19.21301,0,0,0|ThumbRight:7.56497,1.87274,19.102,0,0,0|
SpineBase:6.437442,-1.965835,23.52275,0,0,0|SpineMid:6.558547,0.9981847,23.48651,0,0,0|Neck:6.604117,3.813403,23.3611,0,0,0|Head:6.80272,5.214427,23.03527,0,0,0|ShoulderLeft:4.9682,3.329792,22.91304,0,0,0|ElbowLeft:4.35984,1.796447,21.49917,0,0,0|WristLeft:6.276346,2.827317,21.47379,0,0,0|HandLeft:7.081527,3.143655,21.57363,0,0,0|ShoulderRight:8.236803,2.826052,23.15203,0,0,0|ElbowRight:8.957524,1.256187,21.90132,0,0,0|WristRight:7.716528,1.869893,19.87559,0,0,0|HandRight:7.41466,1.964667,19.50225,0,0,0|HipLeft:5.538859,-1.845353,23.18161,0,0,0|KneeLeft:5.46077,-5.663235,22.45352,0,0,0|AnkleLeft:5.52822,-9.289618,23.66057,0,0,0|FootLeft:5.566396,-9.623541,22.21977,0,0,0|HipRight:7.135849,-2.03191,23.18158,0,0,0|KneeRight:7.713094,-5.340443,21.09446,0,0,0|AnkleRight:8.208688,-8.769627,20.63089,0,0,0|FootRight:8.200277,-9.099921,19.20618,0,0,0|SpineShoulder:6.607032,3.125481,23.41062,0,0,0|HandTipLeft:7.660094,3.495822,21.92585,0,0,0|ThumbLeft:7.049678,3.429777,21.762,0,0,0|HandTipRight:7.164416,1.97634,19.21301,0,0,0|ThumbRight:7.56497,1.87274,19.102,0,0,0|
SpineBase:6.38704,-1.907923,23.61197,0,0,0|SpineMid:6.524355,1.073693,23.49628,0,0,0|Neck:6.583656,4.037207,23.23908,0,0,0|Head:6.546476,5.397494,23.10276,0,0,0|ShoulderLeft:4.95998,3.348311,22.91781,0,0,0|ElbowLeft:4.414502,2.045962,21.25183,0,0,0|WristLeft:6.10424,3.123583,21.33306,0,0,0|HandLeft:6.94134,3.611651,21.3756,0,0,0|ShoulderRight:8.200079,2.891674,23.16052,0,0,0|ElbowRight:9.159056,1.482901,21.88685,0,0,0|WristRight:7.399679,1.707091,20.22961,0,0,0|HandRight:7.177165,1.709129,19.88205,0,0,0|HipLeft:5.489854,-1.802316,23.28164,0,0,0|KneeLeft:5.378904,-5.608418,22.59296,0,0,0|AnkleLeft:5.516954,-9.298055,23.68375,0,0,0|FootLeft:5.549276,-9.649802,22.24981,0,0,0|HipRight:7.091277,-1.961582,23.2493,0,0,0|KneeRight:7.614816,-5.295427,21.18834,0,0,0|AnkleRight:8.200223,-8.778445,20.64874,0,0,0|FootRight:8.185948,-9.126528,19.23088,0,0,0|SpineShoulder:6.57657,3.29467,23.33868,0,0,0|HandTipLeft:7.603279,3.847513,21.4874,0,0,0|ThumbLeft:6.989338,3.953133,21.32778,0,0,0|HandTipRight:6.913219,1.684948,19.67146,0,0,0|ThumbRight:7.345102,1.631967,19.47733,0,0,0|
SpineBase:6.38704,-1.907923,23.61197,0,0,0|SpineMid:6.524355,1.073693,23.49628,0,0,0|Neck:6.583656,4.037207,23.23908,0,0,0|Head:6.546476,5.397494,23.10276,0,0,0|ShoulderLeft:4.95998,3.348311,22.91781,0,0,0|ElbowLeft:4.414502,2.045962,21.25183,0,0,0|WristLeft:6.10424,3.123583,21.33306,0,0,0|HandLeft:6.94134,3.611651,21.3756,0,0,0|ShoulderRight:8.200079,2.891674,23.16052,0,0,0|ElbowRight:9.159056,1.482901,21.88685,0,0,0|WristRight:7.399679,1.707091,20.22961,0,0,0|HandRight:7.177165,1.709129,19.88205,0,0,0|HipLeft:5.489854,-1.802316,23.28164,0,0,0|KneeLeft:5.378904,-5.608418,22.59296,0,0,0|AnkleLeft:5.516954,-9.298055,23.68375,0,0,0|FootLeft:5.549276,-9.649802,22.24981,0,0,0|HipRight:7.091277,-1.961582,23.2493,0,0,0|KneeRight:7.614816,-5.295427,21.18834,0,0,0|AnkleRight:8.200223,-8.778445,20.64874,0,0,0|FootRight:8.185948,-9.126528,19.23088,0,0,0|SpineShoulder:6.57657,3.29467,23.33868,0,0,0|HandTipLeft:7.603279,3.847513,21.4874,0,0,0|ThumbLeft:6.989338,3.953133,21.32778,0,0,0|HandTipRight:6.913219,1.684948,19.67146,0,0,0|ThumbRight:7.345102,1.631967,19.47733,0,0,0|
SpineBase:6.38704,-1.907923,23.61197,0,0,0|SpineMid:6.524355,1.073693,23.49628,0,0,0|Neck:6.583656,4.037207,23.23908,0,0,0|Head:6.546476,5.397494,23.10276,0,0,0|ShoulderLeft:4.95998,3.348311,22.91781,0,0,0|ElbowLeft:4.414502,2.045962,21.25183,0,0,0|WristLeft:6.10424,3.123583,21.33306,0,0,0|HandLeft:6.94134,3.611651,21.3756,0,0,0|ShoulderRight:8.200079,2.891674,23.16052,0,0,0|ElbowRight:9.159056,1.482901,21.88685,0,0,0|WristRight:7.399679,1.707091,20.22961,0,0,0|HandRight:7.177165,1.709129,19.88205,0,0,0|HipLeft:5.489854,-1.802316,23.28164,0,0,0|KneeLeft:5.378904,-5.608418,22.59296,0,0,0|AnkleLeft:5.516954,-9.298055,23.68375,0,0,0|FootLeft:5.549276,-9.649802,22.24981,0,0,0|HipRight:7.091277,-1.961582,23.2493,0,0,0|KneeRight:7.614816,-5.295427,21.18834,0,0,0|AnkleRight:8.200223,-8.778445,20.64874,0,0,0|FootRight:8.185948,-9.126528,19.23088,0,0,0|SpineShoulder:6.57657,3.29467,23.33868,0,0,0|HandTipLeft:7.603279,3.847513,21.4874,0,0,0|ThumbLeft:6.989338,3.953133,21.32778,0,0,0|HandTipRight:6.913219,1.684948,19.67146,0,0,0|ThumbRight:7.345102,1.631967,19.47733,0,0,0|
SpineBase:6.31151,-1.736634,23.7347,0,0,0|SpineMid:6.212464,1.461215,23.56923,0,0,0|Neck:6.109432,4.490758,23.21684,0,0,0|Head:6.270316,5.793545,23.14473,0,0,0|ShoulderLeft:4.671754,3.842774,23.15153,0,0,0|ElbowLeft:4.378203,2.569384,21.39875,0,0,0|WristLeft:6.247224,3.678756,21.17937,0,0,0|HandLeft:7.029233,3.988598,21.16867,0,0,0|ShoulderRight:7.983253,3.234477,23.29903,0,0,0|ElbowRight:9.189883,1.768552,22.40902,0,0,0|WristRight:7.839626,1.523025,20.77039,0,0,0|HandRight:7.087009,1.573728,20.32281,0,0,0|HipLeft:5.430226,-1.667077,23.40618,0,0,0|KneeLeft:5.319299,-5.569416,22.75872,0,0,0|AnkleLeft:5.495185,-9.340257,23.75612,0,0,0|FootLeft:5.491838,-9.702075,22.3237,0,0,0|HipRight:7.002725,-1.75126,23.36344,0,0,0|KneeRight:7.50907,-5.231161,21.39013,0,0,0|AnkleRight:8.147787,-8.841892,20.78715,0,0,0|FootRight:8.098737,-9.199992,19.3704,0,0,0|SpineShoulder:6.139606,3.748034,23.32737,0,0,0|HandTipLeft:7.705417,4.165156,21.35085,0,0,0|ThumbLeft:7.052022,4.331295,21.16,0,0,0|HandTipRight:6.722026,1.484573,20.11891,0,0,0|ThumbRight:7.153851,1.397053,20.05064,0,0,0|
SpineBase:6.31151,-1.736634,23.7347,0,0,0|SpineMid:6.212464,1.461215,23.56923,0,0,0|Neck:6.109432,4.490758,23.21684,0,0,0|Head:6.270316,5.793545,23.14473,0,0,0|ShoulderLeft:4.671754,3.842774,23.15153,0,0,0|ElbowLeft:4.378203,2.569384,21.39875,0,0,0|WristLeft:6.247224,3.678756,21.17937,0,0,0|HandLeft:7.029233,3.988598,21.16867,0,0,0|ShoulderRight:7.983253,3.234477,23.29903,0,0,0|ElbowRight:9.189883,1.768552,22.40902,0,0,0|WristRight:7.839626,1.523025,20.77039,0,0,0|HandRight:7.087009,1.573728,20.32281,0,0,0|HipLeft:5.430226,-1.667077,23.40618,0,0,0|KneeLeft:5.319299,-5.569416,22.75872,0,0,0|AnkleLeft:5.495185,-9.340257,23.75612,0,0,0|FootLeft:5.491838,-9.702075,22.3237,0,0,0|HipRight:7.002725,-1.75126,23.36344,0,0,0|KneeRight:7.50907,-5.231161,21.39013,0,0,0|AnkleRight:8.147787,-8.841892,20.78715,0,0,0|FootRight:8.098737,-9.199992,19.3704,0,0,0|SpineShoulder:6.139606,3.748034,23.32737,0,0,0|HandTipLeft:7.705417,4.165156,21.35085,0,0,0|ThumbLeft:7.052022,4.331295,21.16,0,0,0|HandTipRight:6.722026,1.484573,20.11891,0,0,0|ThumbRight:7.153851,1.397053,20.05064,0,0,0|
SpineBase:6.188932,-1.470731,23.90072,0,0,0|SpineMid:6.087965,1.655982,23.68264,0,0,0|Neck:5.952691,4.691434,23.33978,0,0,0|Head:5.86726,6.052966,23.44933,0,0,0|ShoulderLeft:4.580688,4.197422,23.2277,0,0,0|ElbowLeft:4.257912,3.195917,21.30308,0,0,0|WristLeft:6.407289,4.034221,20.69825,0,0,0|HandLeft:7.077149,4.101351,20.64836,0,0,0|ShoulderRight:7.796905,3.359182,23.39961,0,0,0|ElbowRight:9.187814,1.946117,22.80469,0,0,0|WristRight:7.545066,1.678025,21.4745,0,0,0|HandRight:6.740064,1.736497,21.10293,0,0,0|HipLeft:5.322766,-1.423936,23.60246,0,0,0|KneeLeft:5.251224,-5.543694,23.17126,0,0,0|AnkleLeft:5.470278,-9.360438,24.00391,0,0,0|FootLeft:5.476913,-9.726068,22.57288,0,0,0|HipRight:6.87241,-1.474221,23.49664,0,0,0|KneeRight:7.396755,-5.248175,21.72364,0,0,0|AnkleRight:8.107513,-8.885687,21.02748,0,0,0|FootRight:8.069101,-9.247267,19.61182,0,0,0|SpineShoulder:5.992279,3.945594,23.44724,0,0,0|HandTipLeft:7.611862,4.101648,20.62114,0,0,0|ThumbLeft:6.793633,4.088422,20.33287,0,0,0|HandTipRight:6.304478,1.618068,20.96619,0,0,0|ThumbRight:6.913488,1.501811,20.93652,0,0,0|
SpineBase:6.188932,-1.470731,23.90072,0,0,0|SpineMid:6.087965,1.655982,23.68264,0,0,0|Neck:5.952691,4.691434,23.33978,0,0,0|Head:5.86726,6.052966,23.44933,0,0,0|ShoulderLeft:4.580688,4.197422,23.2277,0,0,0|ElbowLeft:4.257912,3.195917,21.30308,0,0,0|WristLeft:6.407289,4.034221,20.69825,0,0,0|HandLeft:7.077149,4.101351,20.64836,0,0,0|ShoulderRight:7.796905,3.359182,23.39961,0,0,0|ElbowRight:9.187814,1.946117,22.80469,0,0,0|WristRight:7.545066,1.678025,21.4745,0,0,0|HandRight:6.740064,1.736497,21.10293,0,0,0|HipLeft:5.322766,-1.423936,23.60246,0,0,0|KneeLeft:5.251224,-5.543694,23.17126,0,0,0|AnkleLeft:5.470278,-9.360438,24.00391,0,0,0|FootLeft:5.476913,-9.726068,22.57288,0,0,0|HipRight:6.87241,-1.474221,23.49664,0,0,0|KneeRight:7.396755,-5.248175,21.72364,0,0,0|AnkleRight:8.107513,-8.885687,21.02748,0,0,0|FootRight:8.069101,-9.247267,19.61182,0,0,0|SpineShoulder:5.992279,3.945594,23.44724,0,0,0|HandTipLeft:7.611862,4.101648,20.62114,0,0,0|ThumbLeft:6.793633,4.088422,20.33287,0,0,0|HandTipRight:6.304478,1.618068,20.96619,0,0,0|ThumbRight:6.913488,1.501811,20.93652,0,0,0|
